patient_id,total_logins_30_days,avg_session_duration_minutes,reminder_response_rate,medicine_searches,chat_interactions,reminder_snooze_rate
P04429,12,13.2,0.46,9,6,0.33
P04430,87,3.0,0.97,4,5,0.33
P04431,57,7.9,0.94,2,11,0.27
P04432,28,3.3,0.61,6,7,0.16
P04433,33,4.6,0.32,8,15,0.37
P04434,8,15.0,0.44,6,4,0.05
P04435,22,8.7,0.35,1,7,0.27
P04436,33,3.6,0.32,6,3,0.38
P04437,34,14.3,0.53,7,13,0.09
P04438,14,11.9,0.61,8,5,0.23
P04439,10,3.8,0.62,6,1,0.23
P04440,31,4.9,0.62,3,7,0.35
P04441,19,11.5,0.54,5,4,0.38
P04442,9,9.5,0.6,1,0,0.12
P04443,83,14.5,0.86,2,13,0.24
P04444,18,13.8,0.66,4,15,0.08
P04445,54,6.1,0.94,9,3,0.1
P04446,86,7.3,0.96,8,11,0.19
P04447,8,13.0,0.41,10,11,0.05
P04448,77,8.7,0.9,0,3,0.19
P04449,25,11.1,0.45,7,9,0.08
P04450,5,4.8,0.58,3,7,0.13
P04451,80,4.9,0.95,8,1,0.1
P04452,7,10.6,0.54,3,8,0.27
P04453,39,6.6,0.57,4,14,0.28
P04454,18,2.2,0.59,3,14,0.35
P04455,22,7.4,0.36,6,1,0.36
P04456,10,3.9,0.43,9,11,0.06
P04457,73,3.9,0.86,5,6,0.14
P04458,37,15.0,0.44,9,15,0.05
P04459,38,14.7,0.9,4,11,0.18
P04460,9,7.9,0.51,2,12,0.19
P04461,75,8.2,0.89,2,1,0.11
P04462,10,14.3,0.68,9,5,0.18
P04463,35,11.2,0.68,4,0,0.1
P04464,75,3.3,0.89,8,12,0.27
P04465,56,10.2,0.87,6,10,0.19
P04466,10,10.8,0.45,7,13,0.08
P04467,40,13.1,0.89,7,5,0.2
P04468,37,4.5,0.5,0,9,0.15
P04469,24,7.6,0.46,5,10,0.27
P04470,30,9.0,0.54,2,11,0.06
P04471,34,10.3,0.88,8,8,0.35
P04472,26,5.6,0.67,4,9,0.09
P04473,28,10.8,0.41,7,7,0.1
P04474,21,2.7,0.87,9,5,0.27
P04475,80,11.2,0.88,7,0,0.13
P04476,9,4.5,0.5,7,0,0.38
P04477,49,5.8,0.96,5,9,0.25
P04478,8,15.0,0.36,2,15,0.38
P04479,41,2.5,0.89,5,3,0.29
P04480,31,5.5,0.52,0,1,0.39
P04481,79,7.3,0.9,8,3,0.18
P04482,84,8.1,0.92,8,8,0.26
P04483,16,4.8,0.67,3,0,0.3
P04484,76,13.7,0.87,6,10,0.39
P04485,40,14.9,0.86,9,14,0.05
P04486,27,3.6,0.88,1,9,0.39
P04487,12,9.1,0.33,5,2,0.28
P04488,83,5.0,0.9,0,15,0.06
P04489,31,6.2,0.59,1,4,0.21
P04490,21,4.4,0.43,9,11,0.36
P04491,15,2.9,0.57,6,7,0.34
P04492,11,4.9,0.36,3,2,0.14
P04493,42,8.4,0.92,9,10,0.38
P04494,84,11.4,0.97,4,2,0.4
P04495,70,7.8,0.88,4,8,0.22
P04496,15,8.5,0.43,7,15,0.13
P04497,50,5.9,0.88,8,13,0.34
P04498,23,2.0,0.88,6,9,0.39
P04499,22,13.1,0.35,5,3,0.31
P04500,78,12.0,0.87,5,15,0.39
P04501,30,7.5,0.42,6,11,0.32
P04502,88,7.5,0.89,9,4,0.08
P04503,21,12.7,0.61,5,2,0.05
P04504,66,2.0,0.9,5,15,0.16
P04505,34,9.5,0.31,1,0,0.31
P04506,13,4.3,0.3,3,1,0.25
P04507,84,9.9,0.93,9,0,0.31
P04508,23,12.3,0.32,5,2,0.08
P04509,26,6.0,0.34,0,9,0.31
P04510,33,7.2,0.67,6,5,0.17
P04511,27,14.5,0.96,0,3,0.08
P04512,35,2.3,0.96,8,8,0.23
P04513,22,12.6,0.7,3,13,0.06
P04514,29,5.4,0.98,8,15,0.19
P04515,19,10.6,0.41,9,15,0.27
P04516,35,6.5,0.3,10,6,0.11
P04517,9,3.6,0.69,4,5,0.08
P04518,29,4.2,0.31,5,7,0.09
P04519,87,4.1,0.86,3,14,0.18
P04520,30,11.7,0.58,10,5,0.37
P04521,39,4.9,0.47,3,4,0.08
P04522,34,11.8,0.52,4,7,0.06
P04523,23,10.7,0.95,1,2,0.39
P04524,29,9.8,0.42,6,14,0.06
P04525,10,6.1,0.68,7,4,0.33
P04526,5,10.0,0.52,1,10,0.22
P04527,6,6.6,0.47,3,13,0.06
P04528,26,10.8,0.47,7,5,0.21
P04529,70,12.2,0.97,0,6,0.39
P04530,35,13.6,0.97,4,6,0.38
P04531,89,5.2,0.9,0,8,0.33
P04532,58,3.3,0.97,7,7,0.27
P04533,33,5.3,0.52,4,0,0.28
P04534,29,7.3,0.89,0,0,0.39
P04535,36,7.3,0.95,6,1,0.35
P04536,21,8.8,0.62,4,14,0.08
P04537,81,4.6,0.86,2,2,0.1
P04538,7,6.0,0.42,4,13,0.11
P04539,71,5.1,0.93,6,7,0.35
P04540,40,11.6,0.97,5,8,0.34
P04541,37,4.7,0.7,0,5,0.38
P04542,41,12.2,0.87,2,14,0.35
P04543,36,13.0,0.35,2,1,0.35
P04544,43,14.2,0.91,0,14,0.13
P04545,6,8.5,0.43,4,4,0.06
P04546,8,14.8,0.55,7,11,0.31
P04547,40,4.4,0.45,9,4,0.36
P04548,66,9.3,0.94,6,1,0.2
P04549,21,4.1,0.56,9,12,0.39
P04550,10,12.0,0.65,7,3,0.26
P04551,10,3.5,0.35,2,11,0.34
P04552,23,14.9,0.33,9,4,0.32
P04553,31,3.8,0.9,7,11,0.17
P04554,15,3.1,0.42,3,13,0.16
P04555,68,13.8,0.89,8,10,0.18
P04556,64,4.3,0.92,8,4,0.32
P04557,37,3.5,0.88,6,9,0.1
P04558,33,11.6,0.49,3,11,0.06
P04559,21,10.5,0.48,10,14,0.24
P04560,11,4.6,0.39,0,4,0.21
P04561,31,3.6,0.9,6,5,0.18
P04562,27,6.7,0.43,4,6,0.29
P04563,68,14.2,0.86,1,12,0.12
P04564,41,4.8,0.93,9,2,0.19
P04565,20,14.3,0.97,4,6,0.24
P04566,5,11.8,0.34,7,10,0.12
P04567,37,11.4,0.41,5,2,0.33
P04568,19,6.6,0.36,9,11,0.28
P04569,31,10.9,0.64,1,8,0.22
P04570,77,5.1,0.95,7,6,0.37
P04571,27,13.2,0.42,4,0,0.13
P04572,66,14.8,0.97,8,11,0.16
P04573,29,11.9,0.36,6,4,0.25
P04574,67,2.8,0.98,2,1,0.34
P04575,42,2.9,0.97,1,9,0.17
P04576,40,8.9,0.95,6,5,0.3
P04577,18,14.1,0.48,9,0,0.19
P04578,38,7.4,0.59,6,2,0.19
P04579,45,4.5,0.91,8,4,0.18
P04580,82,5.1,0.93,0,1,0.06
P04581,29,14.4,0.49,9,13,0.08
P04582,31,5.0,0.39,5,2,0.15
P04583,7,14.2,0.4,6,5,0.21
P04584,80,8.3,0.93,9,1,0.33
P04585,36,8.2,0.44,2,11,0.38
P04586,5,13.0,0.7,9,10,0.07
P04587,59,12.0,0.92,7,4,0.16
P04588,12,13.9,0.36,3,15,0.26
P04589,7,7.1,0.5,1,12,0.37
P04590,55,14.4,0.88,6,2,0.15
P04591,18,13.0,0.63,5,8,0.26
P04592,28,11.5,0.33,4,6,0.4
P04593,68,14.8,0.95,3,15,0.33
P04594,12,5.7,0.34,3,1,0.14
P04595,22,8.5,0.36,5,4,0.37
P04596,40,3.8,0.41,0,7,0.27
P04597,18,4.2,0.41,1,10,0.27
P04598,21,7.0,0.35,7,3,0.21
P04599,65,7.1,0.87,6,13,0.07
P04600,24,7.9,0.52,7,10,0.32
P04601,21,3.8,0.33,0,1,0.19
P04602,25,14.9,0.44,3,7,0.3
P04603,35,13.1,0.53,9,14,0.17
P04604,55,13.2,0.89,9,0,0.23
P04605,26,13.9,0.91,3,9,0.34
P04606,77,5.0,0.89,1,7,0.26
P04607,35,6.6,0.62,3,3,0.33
P04608,58,6.5,0.87,10,15,0.2
P04609,57,2.8,0.93,2,15,0.39
P04610,18,3.1,0.59,7,9,0.24
P04611,79,9.2,0.89,3,9,0.28
P04612,26,2.6,0.48,6,2,0.39
P04613,25,4.8,0.31,7,9,0.07
P04614,75,12.3,0.95,2,3,0.24
P04615,79,7.9,0.98,1,9,0.15
P04616,63,5.1,0.9,4,13,0.11
P04617,78,14.4,0.86,3,8,0.22
P04618,26,4.6,0.63,1,2,0.26
P04619,19,5.6,0.42,7,2,0.27
P04620,59,13.7,0.96,6,0,0.3
P04621,28,6.3,0.54,3,8,0.19
P04622,16,7.6,0.6,1,8,0.35
P04623,13,6.7,0.35,5,11,0.31
P04624,65,6.4,0.91,1,12,0.21
P04625,5,13.0,0.34,4,2,0.28
P04626,35,5.7,0.48,0,0,0.21
P04627,52,3.9,0.95,1,13,0.38
P04628,8,2.5,0.56,8,7,0.27
P04629,35,7.0,0.5,2,3,0.35
P04630,14,14.6,0.55,6,3,0.23
P04631,12,7.9,0.7,3,14,0.23
P04632,64,13.4,0.93,3,9,0.22
P04633,25,7.2,0.49,5,2,0.16
P04634,15,4.9,0.5,3,5,0.29
P04635,27,7.2,0.7,8,8,0.15
P04636,11,10.9,0.69,5,15,0.35
P04637,24,2.1,0.9,7,4,0.37
P04638,73,13.5,0.85,7,4,0.37
P04639,25,8.3,0.42,6,13,0.3
P04640,30,5.7,0.42,7,11,0.14
P04641,26,14.2,0.68,4,3,0.06
P04642,7,4.6,0.62,9,9,0.12
P04643,77,4.9,0.87,4,4,0.29
P04644,40,11.8,0.57,4,5,0.17
P04645,16,8.8,0.31,3,8,0.37
P04646,29,2.7,0.5,3,10,0.09
P04647,23,14.5,0.41,1,4,0.15
P04648,23,12.6,0.69,9,12,0.08
P04649,79,2.9,0.97,0,7,0.26
P04650,86,2.6,0.96,0,12,0.25
P04651,33,5.1,0.32,1,13,0.08
P04652,86,8.5,0.97,6,4,0.36
P04653,19,6.9,0.35,8,8,0.14
P04654,34,7.6,0.4,2,3,0.37
P04655,26,6.4,0.9,7,15,0.11
P04656,5,10.6,0.54,6,12,0.32
P04657,63,3.2,0.9,0,9,0.08
P04658,24,13.0,0.61,5,5,0.08
P04659,37,7.7,0.63,5,1,0.36
P04660,75,3.4,0.88,0,8,0.22
P04661,5,7.0,0.68,3,11,0.39
P04662,43,7.0,0.98,2,6,0.11
P04663,30,2.5,0.56,3,1,0.21
P04664,31,2.2,0.34,9,7,0.07
P04665,23,6.6,0.58,10,5,0.18
P04666,78,10.3,0.89,6,15,0.24
P04667,31,7.8,0.93,3,14,0.12
P04668,13,13.4,0.69,0,10,0.21
P04669,34,14.4,0.56,0,8,0.06
P04670,11,10.2,0.49,0,1,0.15
P04671,45,9.7,0.89,7,2,0.3
P04672,25,9.0,0.45,4,11,0.07
P04673,17,8.9,0.33,0,14,0.15
P04674,90,4.1,0.93,4,1,0.08
P04675,36,12.2,0.65,4,9,0.22
P04676,39,4.4,0.46,2,14,0.13
P04677,10,7.4,0.61,9,5,0.13
P04678,30,11.2,0.67,1,2,0.08
P04679,30,14.4,0.64,7,0,0.12
P04680,24,14.0,0.67,2,12,0.08
P04681,23,11.7,0.89,10,8,0.33
P04682,37,8.7,0.57,7,6,0.36
P04683,35,10.4,0.9,0,11,0.05
P04684,26,4.8,0.47,0,9,0.16
P04685,36,7.1,0.96,9,11,0.31
P04686,5,11.8,0.6,2,15,0.12
P04687,26,11.4,0.41,2,9,0.17
P04688,58,2.2,0.98,4,7,0.16
P04689,20,14.1,0.46,0,0,0.34
P04690,39,9.4,0.96,10,7,0.13
P04691,30,3.8,0.89,0,7,0.18
P04692,69,3.6,0.98,8,1,0.22
P04693,29,5.8,0.6,10,3,0.18
P04694,47,12.7,0.91,1,9,0.36
P04695,29,14.0,0.52,2,6,0.13
P04696,21,2.0,0.39,8,12,0.15
P04697,38,7.0,0.59,0,15,0.32
P04698,15,4.8,0.57,2,2,0.1
P04699,56,13.4,0.9,6,14,0.06
P04700,28,12.9,0.63,1,1,0.33
P04701,9,10.5,0.31,1,11,0.33
P04702,10,13.3,0.44,2,9,0.34
P04703,10,2.5,0.59,7,4,0.39
P04704,15,2.0,0.47,9,14,0.21
P04705,26,12.8,0.88,9,3,0.31
P04706,11,13.7,0.69,3,0,0.12
P04707,30,6.4,0.34,5,14,0.08
P04708,33,11.0,0.53,9,14,0.15
P04709,35,9.7,0.63,3,0,0.25
P04710,24,14.8,0.66,5,7,0.08
P04711,20,3.1,0.66,5,5,0.15
P04712,45,8.9,0.96,4,12,0.07
P04713,19,14.1,0.33,6,6,0.05
P04714,29,14.8,0.55,7,7,0.18
P04715,28,13.0,0.86,7,2,0.34
P04716,23,13.8,0.89,2,13,0.33
P04717,33,4.7,0.5,5,5,0.18
P04718,12,8.0,0.38,1,1,0.16
P04719,5,4.3,0.57,7,11,0.16
P04720,19,8.5,0.63,8,1,0.2
P04721,21,10.9,0.49,9,7,0.13
P04722,14,6.4,0.63,6,0,0.21
P04723,19,7.0,0.57,6,5,0.13
P04724,36,9.5,0.56,5,13,0.18
P04725,30,2.6,0.36,1,4,0.1
P04726,67,6.8,0.88,9,1,0.13
P04727,11,8.1,0.34,10,5,0.1
P04728,22,13.2,0.67,3,3,0.07
P04729,20,11.1,0.45,10,0,0.31
P04730,85,12.4,0.92,10,5,0.24
P04731,12,3.7,0.7,8,0,0.11
P04732,37,5.0,0.92,7,4,0.24
P04733,54,5.2,0.95,9,3,0.13
P04734,25,10.5,0.9,9,7,0.29
P04735,13,11.3,0.32,6,5,0.1
P04736,11,7.9,0.4,1,3,0.09
P04737,11,14.2,0.65,10,6,0.3
P04738,58,13.0,0.92,3,9,0.12
P04739,33,14.6,0.47,1,10,0.18
P04740,40,14.7,0.55,3,13,0.28
P04741,39,5.6,0.64,4,7,0.31
P04742,34,6.6,0.91,5,9,0.36
P04743,27,6.7,0.36,3,11,0.29
P04744,17,9.3,0.66,2,14,0.06
P04745,6,8.5,0.37,10,13,0.11
P04746,38,3.1,0.36,9,4,0.23
P04747,7,10.3,0.48,0,8,0.27
P04748,38,11.6,0.63,1,7,0.18
P04749,33,2.4,0.53,3,6,0.07
P04750,10,12.2,0.54,10,7,0.39
P04751,21,10.1,0.9,1,13,0.13
P04752,8,8.9,0.52,10,11,0.17
P04753,43,11.7,0.88,5,14,0.06
P04754,20,11.5,0.38,3,4,0.15
P04755,27,7.8,0.61,0,6,0.19
P04756,39,10.2,0.91,9,4,0.35
P04757,19,5.8,0.5,9,4,0.12
P04758,44,13.4,0.95,8,2,0.26
P04759,84,5.0,0.97,2,15,0.19
P04760,15,14.5,0.34,1,2,0.15
P04761,24,4.9,0.32,4,13,0.18
P04762,23,6.9,0.68,10,2,0.27
P04763,82,12.3,0.91,3,3,0.37
P04764,27,11.5,0.36,10,1,0.08
P04765,31,3.6,0.9,2,8,0.27
P04766,24,14.7,0.91,7,5,0.1
P04767,79,3.3,0.95,3,13,0.28
P04768,13,12.4,0.49,9,11,0.26
P04769,29,7.8,0.92,1,5,0.22
P04770,38,4.4,0.41,0,5,0.07
P04771,57,12.3,0.91,5,3,0.29
P04772,31,3.6,0.35,1,7,0.37
P04773,28,9.6,0.34,4,5,0.09
P04774,11,6.2,0.35,10,7,0.34
P04775,36,5.6,0.31,1,0,0.2
P04776,29,14.2,0.51,1,3,0.17
P04777,38,6.4,0.68,2,12,0.32
P04778,89,4.9,0.93,6,9,0.26
P04779,20,13.6,0.86,6,11,0.09
P04780,45,10.9,0.86,8,14,0.38
P04781,12,6.5,0.4,10,12,0.34
P04782,13,14.5,0.34,8,6,0.26
P04783,26,11.7,0.51,7,9,0.08
P04784,8,13.3,0.35,4,0,0.28
P04785,72,12.2,0.96,8,6,0.39
P04786,36,5.2,0.86,9,1,0.26
P04787,10,6.1,0.66,0,0,0.14
P04788,19,11.0,0.42,9,7,0.3
P04789,34,6.5,0.34,3,15,0.17
P04790,47,2.6,0.98,10,13,0.33
P04791,16,2.0,0.33,10,7,0.29
P04792,23,13.9,0.91,7,8,0.17
P04793,35,5.9,0.47,3,9,0.4
P04794,38,9.8,0.89,5,4,0.13
P04795,30,12.5,0.69,9,14,0.08
P04796,16,2.9,0.38,7,9,0.07
P04797,86,3.7,0.95,5,13,0.33
P04798,23,8.6,0.92,7,11,0.33
P04799,43,7.2,0.86,2,12,0.17
P04800,75,13.0,0.89,7,10,0.08
P04801,53,9.9,0.97,6,2,0.27
P04802,17,5.2,0.53,5,12,0.09
P04803,23,9.6,0.87,5,6,0.16
P04804,7,10.9,0.37,5,0,0.06
P04805,67,14.4,0.87,8,4,0.38
P04806,20,11.3,0.33,5,10,0.21
P04807,22,4.2,0.45,9,14,0.07
P04808,37,14.7,0.34,1,11,0.12
P04809,19,12.3,0.54,10,9,0.36
P04810,58,10.0,0.91,10,7,0.06
P04811,39,13.7,0.56,7,3,0.19
P04812,32,9.0,0.49,2,4,0.16
P04813,45,5.0,0.95,9,9,0.2
P04814,68,8.1,0.89,3,11,0.34
P04815,34,4.2,0.61,3,9,0.13
P04816,39,11.0,0.88,10,13,0.14
P04817,51,3.5,0.89,2,4,0.33
P04818,46,7.5,0.96,5,11,0.33
P04819,80,8.9,0.95,6,1,0.37
P04820,22,5.3,0.7,7,2,0.2
P04821,71,2.1,0.96,3,2,0.15
P04822,20,5.2,0.87,9,7,0.12
P04823,22,13.2,0.7,6,7,0.1
P04824,80,11.9,0.9,5,13,0.35
P04825,8,9.2,0.43,2,1,0.13
P04826,40,13.6,0.4,9,14,0.1
P04827,28,9.5,0.45,0,11,0.23
P04828,11,9.5,0.5,0,13,0.07
P04829,83,13.9,0.89,6,8,0.38
P04830,14,2.1,0.65,10,15,0.18
P04831,67,7.3,0.88,3,14,0.08
P04832,22,10.3,0.66,0,6,0.12
P04833,11,6.7,0.52,10,12,0.31
P04834,8,6.3,0.68,0,6,0.34
P04835,34,9.7,0.62,9,8,0.15
P04836,88,10.4,0.95,3,12,0.39
P04837,12,2.2,0.32,3,15,0.32
P04838,34,15.0,0.97,2,7,0.22
P04839,33,2.1,0.35,4,1,0.09
P04840,72,5.6,0.98,5,4,0.23
P04841,62,10.2,0.92,0,14,0.35
P04842,30,2.4,0.36,10,1,0.14
P04843,14,11.3,0.31,5,8,0.19
P04844,57,14.2,0.94,4,14,0.06
P04845,44,2.8,0.96,4,2,0.39
P04846,73,2.3,0.85,5,12,0.16
P04847,35,5.2,0.43,4,13,0.14
P04848,76,5.4,0.95,10,11,0.38
P04849,22,4.9,0.93,4,5,0.22
P04850,40,9.9,0.42,5,4,0.22
P04851,39,5.6,0.6,1,12,0.17
P04852,33,7.2,0.59,7,3,0.3
P04853,88,2.6,0.87,10,15,0.09
P04854,70,10.8,0.85,9,4,0.26
P04855,33,3.1,0.45,9,3,0.25
P04856,25,7.4,0.49,9,15,0.12
P04857,86,3.5,0.98,2,10,0.28
P04858,61,14.5,0.91,5,10,0.16
P04859,37,10.5,0.66,5,0,0.27
P04860,9,3.0,0.59,5,11,0.26
P04861,57,6.0,0.9,9,3,0.32
P04862,90,3.7,0.88,5,8,0.09
P04863,35,13.4,0.85,8,8,0.37
P04864,63,14.8,0.91,10,1,0.06
P04865,34,10.0,0.56,7,1,0.07
P04866,8,9.4,0.44,10,5,0.23
P04867,24,3.2,0.68,5,6,0.14
P04868,18,6.4,0.48,9,4,0.19
P04869,83,14.5,0.92,8,15,0.26
P04870,24,7.1,0.52,0,1,0.28
P04871,10,11.1,0.62,1,5,0.25
P04872,24,3.7,0.41,8,12,0.28
P04873,71,13.6,0.9,0,7,0.24
P04874,32,5.1,0.89,3,14,0.26
P04875,18,5.5,0.45,1,1,0.08
P04876,34,5.5,0.87,9,12,0.34
P04877,80,4.2,0.85,7,14,0.31
P04878,26,10.1,0.63,1,14,0.32
P04879,27,14.0,0.61,4,9,0.07
P04880,85,14.2,0.86,3,11,0.3
P04881,15,4.4,0.63,8,14,0.28
P04882,36,12.8,0.53,1,15,0.16
P04883,33,4.3,0.97,6,0,0.1
P04884,24,12.7,0.46,4,3,0.19
P04885,74,12.1,0.86,9,8,0.39
P04886,10,10.0,0.39,6,15,0.21
P04887,23,11.4,0.61,10,8,0.22
P04888,6,10.7,0.66,9,11,0.39
P04889,38,9.6,0.48,9,4,0.38
P04890,15,13.5,0.55,2,5,0.24
P04891,57,12.9,0.92,1,5,0.06
P04892,10,12.6,0.34,5,9,0.07
P04893,18,2.9,0.53,7,5,0.08
P04894,80,14.6,0.92,2,11,0.16
P04895,10,11.7,0.68,8,5,0.14
P04896,37,4.0,0.64,0,2,0.05
P04897,59,11.0,0.97,5,0,0.16
P04898,14,3.1,0.33,0,2,0.37
P04899,35,3.9,0.58,5,12,0.34
P04900,23,7.3,0.69,4,5,0.08
P04901,70,13.9,0.94,8,13,0.28
P04902,23,13.7,0.45,5,10,0.29
P04903,36,7.5,0.41,0,10,0.3
P04904,44,12.6,0.94,9,6,0.37
P04905,44,6.3,0.98,4,0,0.1
P04906,7,14.3,0.69,10,0,0.24
P04907,81,4.8,0.89,4,12,0.38
P04908,34,5.2,0.97,3,5,0.13
P04909,65,8.4,0.97,2,6,0.3
P04910,79,2.8,0.97,10,7,0.3
P04911,27,6.1,0.88,9,12,0.28
P04912,24,3.0,0.64,4,2,0.39
P04913,32,14.0,0.93,2,4,0.34
P04914,24,12.5,0.64,4,12,0.27
P04915,29,8.1,0.97,10,3,0.05
P04916,87,11.5,0.94,5,5,0.37
P04917,20,9.9,0.63,8,2,0.12
P04918,30,13.3,0.48,7,14,0.35
P04919,53,13.5,0.97,6,5,0.24
P04920,39,12.5,0.52,7,11,0.31
P04921,37,12.2,0.44,3,15,0.18
P04922,49,10.0,0.88,10,9,0.15
P04923,48,12.1,0.96,2,15,0.16
P04924,30,13.6,0.4,1,10,0.3
P04925,27,9.3,0.93,3,13,0.38
P04926,69,13.6,0.87,6,6,0.12
P04927,10,14.1,0.37,9,2,0.24
P04928,20,14.8,0.48,8,11,0.16
P04929,38,4.9,0.58,2,12,0.39
P04930,51,4.8,0.9,9,7,0.11
P04931,16,11.9,0.48,5,4,0.22
P04932,9,11.8,0.7,0,15,0.37
P04933,32,6.8,0.6,10,0,0.07
P04934,31,7.7,0.41,7,0,0.18
P04935,34,7.2,0.51,9,11,0.33
P04936,32,12.5,0.41,4,11,0.06
P04937,83,9.4,0.94,8,3,0.13
P04938,89,12.9,0.9,9,13,0.29
P04939,24,8.3,0.54,8,2,0.14
P04940,20,14.9,0.88,2,14,0.31
P04941,20,10.0,0.97,2,5,0.13
P04942,85,14.3,0.98,2,9,0.12
P04943,49,2.6,0.87,2,4,0.4
P04944,13,14.9,0.53,1,3,0.35
P04945,36,13.5,0.6,6,8,0.05
P04946,21,4.6,0.87,9,2,0.38
P04947,36,13.6,0.93,0,13,0.28
P04948,86,3.0,0.98,2,9,0.2
P04949,10,3.4,0.69,0,10,0.33
P04950,32,6.8,0.3,1,2,0.32
P04951,25,11.7,0.52,4,4,0.24
P04952,11,9.2,0.69,3,2,0.3
P04953,52,8.3,0.98,10,11,0.13
P04954,6,6.1,0.43,3,6,0.1
P04955,43,2.8,0.94,1,8,0.23
P04956,27,6.9,0.32,9,14,0.09
P04957,13,6.3,0.5,5,12,0.39
P04958,33,11.7,0.86,3,1,0.38
P04959,18,10.2,0.51,8,13,0.21
P04960,57,11.4,0.91,0,3,0.4
P04961,76,8.4,0.87,9,11,0.07
P04962,76,6.7,0.88,3,4,0.28
P04963,9,8.0,0.37,0,9,0.22
P04964,14,3.5,0.58,4,4,0.24
P04965,71,5.4,0.98,0,4,0.28
P04966,83,4.5,0.87,8,7,0.17
P04967,19,5.6,0.36,8,8,0.15
P04968,45,14.8,0.86,2,3,0.25
P04969,40,13.9,0.37,0,8,0.06
P04970,36,8.2,0.36,0,4,0.33
P04971,11,10.2,0.69,10,0,0.38
P04972,23,13.5,0.55,6,15,0.21
P04973,68,6.7,0.85,7,15,0.15
P04974,23,12.4,0.41,5,1,0.16
P04975,12,7.9,0.55,9,2,0.15
P04976,21,7.7,0.38,0,8,0.07
P04977,81,2.5,0.91,1,1,0.09
P04978,56,9.1,0.9,5,9,0.23
P04979,51,9.6,0.91,10,2,0.21
P04980,5,5.5,0.43,5,3,0.09
P04981,18,10.4,0.64,2,13,0.19
P04982,29,2.6,0.67,1,0,0.07
P04983,31,14.2,0.86,2,13,0.17
P04984,60,13.2,0.98,10,1,0.35
P04985,38,13.6,0.54,5,8,0.13
P04986,12,12.5,0.37,3,8,0.16
P04987,33,12.4,0.98,3,4,0.25
P04988,88,14.8,0.96,6,12,0.07
P04989,10,11.5,0.58,10,6,0.06
P04990,27,14.6,0.58,3,4,0.06
P04991,36,5.9,0.54,5,5,0.17
P04992,40,8.6,0.54,2,14,0.4
P04993,18,7.0,0.46,6,10,0.08
P04994,13,8.9,0.34,9,0,0.34
P04995,19,7.4,0.57,1,9,0.38
P04996,82,14.0,0.92,4,15,0.25
P04997,45,4.9,0.91,7,4,0.09
P04998,18,3.8,0.65,7,5,0.36
P04999,21,4.8,0.96,10,15,0.15
P05000,35,7.9,0.95,7,11,0.37
